check_name,comment,country,area,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
rome_hauls_from_ta_in_tc_o,Check if all the hauls in TA are in TC,MLT,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
rome_hauls_from_tb_in_ta_o,Check if all the hauls in TB are in TA,FRA,7,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
rome_hauls_from_tb_in_ta_o,Check if all the hauls in TB are in TA,FRA,8,4,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
rome_hauls_from_tb_in_ta_o,Check if all the hauls in TB are in TA,ITA,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rome_hauls_from_tb_in_ta_o,Check if all the hauls in TB are in TA,ITA,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0
rome_hauls_from_tb_in_tc_o,Check if all the hauls in TB are in TC,FRA,7,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0
rome_hauls_from_tb_in_tc_o,Check if all the hauls in TB are in TC,FRA,8,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
rome_hauls_from_tb_in_tc_o,Check if all the hauls in TB are in TC,HRV,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
rome_hauls_from_tb_in_tc_o,Check if all the hauls in TB are in TC,ITA,10,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
rome_hauls_from_tb_in_tc_o,Check if all the hauls in TB are in TC,ITA,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rome_hauls_from_tb_in_tc_o,Check if all the hauls in TB are in TC,ITA,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
rome_hauls_from_tb_in_tc_o,Check if all the hauls in TB are in TC,ITA,18,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
rome_hauls_from_tb_in_tc_o,Check if all the hauls in TB are in TC,ITA,19,5,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
rome_hauls_from_tb_in_tc_o,Check if all the hauls in TB are in TC,ITA,9,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
rome_hauls_from_tb_in_tc_o,Check if all the hauls in TB are in TC,MLT,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
rome_hauls_from_tc_in_ta_o,Check if all the hauls in TC are in TA,ESP,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
rome_hauls_from_tc_in_ta_o,Check if all the hauls in TC are in TA,FRA,7,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
rome_hauls_from_tc_in_ta_o,Check if all the hauls in TC are in TA,FRA,8,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
rome_hauls_from_tc_in_ta_o,Check if all the hauls in TC are in TA,ITA,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rome_hauls_from_tc_in_ta_o,Check if all the hauls in TC are in TA,ITA,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
rome_hauls_from_tc_in_tb_o,Check if all the hauls in TC are in TB,ESP,1,24,27,33,33,32,39,38,38,44,47,43,38,50,45,42,39,25,28,31,39,52,52
rome_hauls_from_tc_in_tb_o,Check if all the hauls in TC are in TB,ESP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7
rome_hauls_from_tc_in_tb_o,Check if all the hauls in TC are in TB,ESP,5,0,4,4,3,4,4,0,8,4,0,5,4,5,55,55,54,50,57,50,54,57,57
rome_hauls_from_tc_in_tb_o,Check if all the hauls in TC are in TB,ESP,6,50,75,68,65,56,73,73,77,86,92,80,81,90,64,77,75,53,78,89,97,99,99
rome_hauls_from_tc_in_tb_o,Check if all the hauls in TC are in TB,FRA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rome_num_sex_eq_sum_nb_length_sex_tc_o,Internal check  in TC (the number per sex must be equal to the sum of nb per length per sex),CYP,25,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,26
rome_num_sex_eq_sum_nb_length_sex_tc_o,Internal check  in TC (the number per sex must be equal to the sum of nb per length per sex),ESP,1,1,0,1,1,0,0,1,0,0,0,0,0,2,45,42,39,0,0,0,0,0,0
rome_num_sex_eq_sum_nb_length_sex_tc_o,Internal check  in TC (the number per sex must be equal to the sum of nb per length per sex),ESP,5,0,0,0,0,0,0,0,1,0,0,0,0,0,55,55,53,0,0,0,0,0,0
rome_num_sex_eq_sum_nb_length_sex_tc_o,Internal check  in TC (the number per sex must be equal to the sum of nb per length per sex),ESP,6,1,0,0,1,0,1,5,1,0,4,1,0,0,64,76,75,0,0,0,2,1,0
rome_num_sex_eq_sum_nb_length_sex_tc_o,Internal check  in TC (the number per sex must be equal to the sum of nb per length per sex),FRA,7,1,1,0,0,0,1,1,0,1,2,0,2,1,1,0,0,1,1,0,0,0,0
rome_num_sex_eq_sum_nb_length_sex_tc_o,Internal check  in TC (the number per sex must be equal to the sum of nb per length per sex),FRA,8,0,0,0,0,0,1,0,0,0,0,1,2,0,2,0,0,1,0,1,1,0,0
rome_num_sex_eq_sum_nb_length_sex_tc_o,Internal check  in TC (the number per sex must be equal to the sum of nb per length per sex),GRC,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
rome_num_sex_eq_sum_nb_length_sex_tc_o,Internal check  in TC (the number per sex must be equal to the sum of nb per length per sex),GRC,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
rome_num_sex_eq_sum_nb_length_sex_tc_o,Internal check  in TC (the number per sex must be equal to the sum of nb per length per sex),GRC,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
rome_num_sex_eq_sum_nb_length_sex_tc_o,Internal check  in TC (the number per sex must be equal to the sum of nb per length per sex),ITA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
rome_num_sex_eq_sum_nb_length_sex_tc_o,Internal check  in TC (the number per sex must be equal to the sum of nb per length per sex),ITA,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
rome_num_sex_eq_sum_nb_length_sex_tc_o,Internal check  in TC (the number per sex must be equal to the sum of nb per length per sex),ITA,16,10,1,2,0,0,1,0,1,1,0,6,108,18,18,19,24,9,9,28,14,12,23
rome_num_sex_eq_sum_nb_length_sex_tc_o,Internal check  in TC (the number per sex must be equal to the sum of nb per length per sex),ITA,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,7
rome_num_sex_eq_sum_nb_length_sex_tc_o,Internal check  in TC (the number per sex must be equal to the sum of nb per length per sex),ITA,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
rome_num_sex_eq_sum_nb_length_sex_tc_o,Internal check  in TC (the number per sex must be equal to the sum of nb per length per sex),ITA,19,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
rome_num_sex_eq_sum_nb_length_sex_tc_o,Internal check  in TC (the number per sex must be equal to the sum of nb per length per sex),ITA,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
rome_num_sex_eq_sum_nb_length_sex_tc_o,Internal check  in TC (the number per sex must be equal to the sum of nb per length per sex),MLT,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
rome_num_sex_eq_sum_nb_length_sex_tc_o,Internal check  in TC (the number per sex must be equal to the sum of nb per length per sex),SVN,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
rome_shooting_depth_hauling_depth_same_stratum_ta_o,Start depth and end depth of each haul should be in the same stratum,CYP,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3
rome_shooting_depth_hauling_depth_same_stratum_ta_o,Start depth and end depth of each haul should be in the same stratum,ESP,1,0,0,0,0,0,2,0,1,5,2,3,2,2,3,4,1,0,0,2,0,2,5
rome_shooting_depth_hauling_depth_same_stratum_ta_o,Start depth and end depth of each haul should be in the same stratum,ESP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
rome_shooting_depth_hauling_depth_same_stratum_ta_o,Start depth and end depth of each haul should be in the same stratum,ESP,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,5,3
rome_shooting_depth_hauling_depth_same_stratum_ta_o,Start depth and end depth of each haul should be in the same stratum,ESP,6,0,0,1,0,1,0,0,1,2,2,2,0,2,0,1,1,1,2,1,1,2,3
rome_shooting_depth_hauling_depth_same_stratum_ta_o,Start depth and end depth of each haul should be in the same stratum,FRA,7,2,2,1,2,1,4,3,3,3,3,4,4,6,5,4,8,4,6,5,4,5,5
rome_shooting_depth_hauling_depth_same_stratum_ta_o,Start depth and end depth of each haul should be in the same stratum,FRA,8,1,3,2,1,2,3,4,3,0,4,4,1,3,2,2,3,2,2,2,3,2,3
rome_shooting_depth_hauling_depth_same_stratum_ta_o,Start depth and end depth of each haul should be in the same stratum,GRC,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
rome_shooting_depth_hauling_depth_same_stratum_ta_o,Start depth and end depth of each haul should be in the same stratum,HRV,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1
rome_shooting_depth_hauling_depth_same_stratum_ta_o,Start depth and end depth of each haul should be in the same stratum,ITA,10,0,3,3,2,2,0,2,1,2,0,2,2,1,0,2,0,0,0,0,1,0,0
rome_shooting_depth_hauling_depth_same_stratum_ta_o,Start depth and end depth of each haul should be in the same stratum,ITA,11,7,14,8,5,6,4,2,4,3,6,5,3,2,8,4,4,3,0,0,1,0,0
rome_shooting_depth_hauling_depth_same_stratum_ta_o,Start depth and end depth of each haul should be in the same stratum,ITA,16,1,2,0,1,0,3,1,0,3,2,3,10,0,3,0,3,3,7,4,4,4,8
rome_shooting_depth_hauling_depth_same_stratum_ta_o,Start depth and end depth of each haul should be in the same stratum,ITA,17,0,0,0,0,0,0,0,0,0,2,4,6,4,1,2,2,3,6,3,3,4,3
rome_shooting_depth_hauling_depth_same_stratum_ta_o,Start depth and end depth of each haul should be in the same stratum,ITA,18,1,3,3,1,4,6,5,6,4,5,4,2,2,3,4,3,0,2,0,4,0,0
rome_shooting_depth_hauling_depth_same_stratum_ta_o,Start depth and end depth of each haul should be in the same stratum,ITA,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rome_shooting_depth_hauling_depth_same_stratum_ta_o,Start depth and end depth of each haul should be in the same stratum,MLT,15,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,1,1,5,2,2,1,2
rome_shooting_eq_hauling_quadrant_o,Check if the haul start in the same quadrant,ESP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
rome_shooting_eq_hauling_quadrant_o,Check if the haul start in the same quadrant,ESP,6,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0
rome_target_species_from_tb_in_tc_o,Check if all the target species in tb are in tc,CYP,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,18,0,23
rome_target_species_from_tb_in_tc_o,Check if all the target species in tb are in tc,FRA,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,66,64,65,64
rome_target_species_from_tb_in_tc_o,Check if all the target species in tb are in tc,FRA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,23,22
rome_target_species_from_tb_in_tc_o,Check if all the target species in tb are in tc,GRC,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
rome_target_species_from_tb_in_tc_o,Check if all the target species in tb are in tc,GRC,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
rome_target_species_from_tb_in_tc_o,Check if all the target species in tb are in tc,HRV,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
rome_target_species_from_tb_in_tc_o,Check if all the target species in tb are in tc,ITA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,68,68,66,67
rome_target_species_from_tb_in_tc_o,Check if all the target species in tb are in tc,ITA,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,94,96,80
rome_target_species_from_tb_in_tc_o,Check if all the target species in tb are in tc,ITA,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,115,98,50,91
rome_target_species_from_tb_in_tc_o,Check if all the target species in tb are in tc,ITA,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126
rome_target_species_from_tb_in_tc_o,Check if all the target species in tb are in tc,ITA,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,74,80,82,84
rome_target_species_from_tb_in_tc_o,Check if all the target species in tb are in tc,ITA,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,68,65,55,62
rome_target_species_from_tb_in_tc_o,Check if all the target species in tb are in tc,ITA,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
rome_target_species_from_tb_in_tc_o,Check if all the target species in tb are in tc,MLT,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
rome_target_species_from_tb_in_tc_o,Check if all the target species in tb are in tc,SVN,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
rome_species_from_tc_in_tb_o,Check if all the species in tc are in tb,CYP,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
rome_species_from_tc_in_tb_o,Check if all the species in tc are in tb,ESP,1,24,27,33,33,32,39,38,38,44,47,43,38,50,45,42,39,25,28,31,39,52,61
rome_species_from_tc_in_tb_o,Check if all the species in tc are in tb,ESP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7
rome_species_from_tc_in_tb_o,Check if all the species in tc are in tb,ESP,5,0,4,4,3,4,4,0,8,4,0,5,4,5,55,55,54,50,57,50,54,57,56
rome_species_from_tc_in_tb_o,Check if all the species in tc are in tb,ESP,6,50,75,68,65,56,73,73,77,86,92,80,81,90,64,77,75,53,78,89,97,99,101
rome_species_from_tc_in_tb_o,Check if all the species in tc are in tb,FRA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
rome_species_from_tc_in_tb_o,Check if all the species in tc are in tb,GRC,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
rome_species_from_tc_in_tb_o,Check if all the species in tc are in tb,GRC,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
rome_species_from_tc_in_tb_o,Check if all the species in tc are in tb,ITA,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
rome_species_from_tc_in_tb_o,Check if all the species in tc are in tb,MLT,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
rome_num_sex_raising_tb_o,Check if in case of sub-sampling in TC the number per sex in TB is raised correctly,CYP,25,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,1,0,0,0,0,0,26
rome_num_sex_raising_tb_o,Check if in case of sub-sampling in TC the number per sex in TB is raised correctly,FRA,7,8,1,1,0,2,3,0,1,0,1,0,0,0,3,0,1,40,3,9,2,0,0
rome_num_sex_raising_tb_o,Check if in case of sub-sampling in TC the number per sex in TB is raised correctly,FRA,8,0,0,0,0,0,4,0,1,0,0,0,0,0,0,2,0,3,1,3,3,1,1
rome_num_sex_raising_tb_o,Check if in case of sub-sampling in TC the number per sex in TB is raised correctly,GRC,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
rome_num_sex_raising_tb_o,Check if in case of sub-sampling in TC the number per sex in TB is raised correctly,GRC,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0
rome_num_sex_raising_tb_o,Check if in case of sub-sampling in TC the number per sex in TB is raised correctly,GRC,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
rome_num_sex_raising_tb_o,Check if in case of sub-sampling in TC the number per sex in TB is raised correctly,HRV,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1
rome_num_sex_raising_tb_o,Check if in case of sub-sampling in TC the number per sex in TB is raised correctly,ITA,11,0,2,0,1,0,0,0,1,0,1,0,0,0,1,3,0,1,0,0,0,0,0
rome_num_sex_raising_tb_o,Check if in case of sub-sampling in TC the number per sex in TB is raised correctly,ITA,16,0,0,0,0,0,1,0,0,1,47,54,108,93,85,81,95,90,78,94,91,32,77
rome_num_sex_raising_tb_o,Check if in case of sub-sampling in TC the number per sex in TB is raised correctly,ITA,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0
rome_num_sex_raising_tb_o,Check if in case of sub-sampling in TC the number per sex in TB is raised correctly,ITA,19,49,49,50,46,48,47,58,65,55,63,64,66,67,68,69,70,69,70,0,0,0,0
rome_num_sex_raising_tb_o,Check if in case of sub-sampling in TC the number per sex in TB is raised correctly,ITA,9,7,12,5,1,0,7,18,4,2,1,1,0,0,0,1,2,0,2,0,1,0,1
rome_num_sex_raising_tb_o,Check if in case of sub-sampling in TC the number per sex in TB is raised correctly,MLT,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,43,7,0,0
rome_num_sex_raising_tb_o,Check if in case of sub-sampling in TC the number per sex in TB is raised correctly,SVN,17,0,0,1,1,2,0,0,0,2,0,1,0,0,1,0,0,0,2,0,1,1,2
small_raising_perc_o,Small raising percentages,CYP,25,0,0,0,0,0,0,0,0,0,0,0,5,14,15,11,15,13,14,14,15,0,15
small_raising_perc_o,Small raising percentages,ESP,1,2,2,1,6,3,1,5,6,11,10,9,7,16,7,3,4,3,1,6,8,2,0
small_raising_perc_o,Small raising percentages,ESP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2
small_raising_perc_o,Small raising percentages,ESP,5,0,0,0,0,0,0,0,4,1,0,1,0,1,11,9,7,12,7,9,16,10,12
small_raising_perc_o,Small raising percentages,ESP,6,2,6,4,8,2,11,15,8,14,6,19,26,23,5,8,9,11,11,5,12,14,25
small_raising_perc_o,Small raising percentages,FRA,7,21,18,17,3,21,37,39,39,35,25,47,49,45,37,31,28,32,34,13,16,20,11
small_raising_perc_o,Small raising percentages,FRA,8,5,4,2,0,3,8,6,11,0,13,17,13,13,10,16,15,15,16,11,10,11,12
small_raising_perc_o,Small raising percentages,GRC,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
small_raising_perc_o,Small raising percentages,GRC,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0
small_raising_perc_o,Small raising percentages,GRC,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
small_raising_perc_o,Small raising percentages,HRV,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,13
small_raising_perc_o,Small raising percentages,ITA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
small_raising_perc_o,Small raising percentages,ITA,11,17,13,21,12,13,47,27,44,14,30,27,30,25,24,26,16,21,14,6,11,7,11
small_raising_perc_o,Small raising percentages,ITA,16,7,5,2,0,2,5,3,1,0,0,1,6,12,1,7,7,17,3,10,8,6,8
small_raising_perc_o,Small raising percentages,ITA,17,0,0,0,0,0,0,0,0,5,8,13,4,6,0,0,0,0,0,34,45,42,54
small_raising_perc_o,Small raising percentages,ITA,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
small_raising_perc_o,Small raising percentages,ITA,9,1,4,1,0,0,0,0,0,0,0,0,3,2,1,6,1,2,0,0,7,0,0
small_raising_perc_o,Small raising percentages,MLT,15,0,0,0,0,0,0,0,0,0,0,0,9,8,5,9,15,10,12,7,2,4,0
small_raising_perc_o,Small raising percentages,SVN,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
